index,config_id,Tfc,Pa_des,Sc,Phi_c_des,epsilon_gdl,tau,epsilon_mc,epsilon_c,e,Re,i0_c_ref,kappa_co,kappa_c,ifc,Ucell,ifc_1,ifc_2,ifc_3,ifc_4,ifc_5,ifc_6,ifc_7,ifc_8,ifc_9,ifc_10,ifc_11,ifc_12,ifc_13,ifc_14,ifc_15,ifc_16,ifc_17,ifc_18,ifc_19,ifc_20,ifc_21,ifc_22,ifc_23,ifc_24,ifc_25,ifc_26,ifc_27,ifc_28,ifc_29,ifc_30,ifc_31,Ucell_1,Ucell_2,Ucell_3,Ucell_4,Ucell_5,Ucell_6,Ucell_7,Ucell_8,Ucell_9,Ucell_10,Ucell_11,Ucell_12,Ucell_13,Ucell_14,Ucell_15,Ucell_16,Ucell_17,Ucell_18,Ucell_19,Ucell_20,Ucell_21,Ucell_22,Ucell_23,Ucell_24,Ucell_25,Ucell_26,Ucell_27,Ucell_28,Ucell_29,Ucell_30,Ucell_31
18,lhs20_018,353.05857153811223,258685.47158774902,2.4197607548135687,0.653149755135815,0.5648958824145834,3.4338659324537995,0.3529067255894908,0.25514099973916304,5.0,2.9511280090637908e-06,39.38719074624819,23.023897732718986,0.3211453396483852,"[8.14808629e-04 1.00813439e-01 2.00813439e-01 3.00813439e-01
 4.00813439e-01 5.00813439e-01 6.00813439e-01 7.00813439e-01
 8.00813439e-01 9.00813439e-01 1.00081344e+00 1.10081344e+00
 1.20081344e+00 1.30081344e+00 1.40081344e+00 1.50081344e+00
 1.60081344e+00 1.70081344e+00 1.80081344e+00 1.90081344e+00
 2.00081344e+00 2.10081344e+00 2.20081344e+00 2.30081344e+00
 2.40081344e+00 2.50081344e+00 2.60081344e+00 2.70081344e+00
 2.80081344e+00 2.90081344e+00 3.00081344e+00]","[0.97194111 0.93091384 0.90173459 0.87884386 0.85945838 0.84224586
 0.82638898 0.81159378 0.79755718 0.7841482  0.77124913 0.75876456
 0.74662209 0.73476638 0.72315345 0.71174654 0.70051466 0.68943016
 0.67846595 0.66759733 0.65681297 0.64610753 0.63546178 0.62484523
 0.61423405 0.60360907 0.5929506  0.58223756 0.57144667 0.5605515
 0.54952112]",0.0008148086291087374,0.10081343877724118,0.20081343877708624,0.30081343877708805,0.400813438777091,0.5008134387770938,0.6008134387770969,0.7008134387770998,0.8008134387771026,0.9008134387771057,1.0008134387771088,1.1008134387771118,1.2008134387771146,1.3008134387771175,1.4008134387771205,1.5008134387771233,1.6008134387771134,1.7008134387771012,1.8008134387770898,1.900813438777078,2.000813438777066,2.1008134387770543,2.200813438777043,2.300813438777031,2.400813438777019,2.5008134387770076,2.6008134387769957,2.7008134387769838,2.8008134387769723,2.90081343877696,3.0008134387769485,0.9719411092558011,0.9309138394045885,0.9017345925979077,0.8788438611407386,0.8594583765388364,0.8422458622203108,0.8263889755554468,0.8115937785295332,0.7975571780035066,0.7841482026597578,0.7712491311868273,0.7587645606598523,0.7466220880344882,0.7347663757060651,0.7231534533617336,0.7117465409824751,0.7005146587759105,0.6894301572470447,0.6784659542435936,0.6675973344704842,0.6568129723823957,0.6461075280644673,0.6354617811063138,0.624845232594228,0.6142340468987815,0.6036090682815104,0.5929506008429333,0.5822375576016365,0.5714466675747898,0.5605514952943487,0.5495211177196537
19,lhs20_019,347.9038058851321,161626.94345359266,1.5378777758371793,0.1748238634233826,0.728053263848625,2.126646444578011,0.30217840512079985,0.2134464889467499,5.0,5.43655066801425e-07,35.25504513219777,20.13838871026721,0.5408232865636093,"[8.14962382e-04 1.00813593e-01 2.00813593e-01 3.00813593e-01
 4.00813593e-01 5.00813593e-01 6.00813593e-01 7.00813593e-01
 8.00813593e-01 9.00813593e-01 1.00081359e+00 1.10081359e+00
 1.20081359e+00 1.30081359e+00 1.40081359e+00 1.50081359e+00
 1.60081359e+00 1.70081359e+00 1.80081359e+00 1.90081359e+00
 2.00081359e+00 2.10081359e+00 2.20081359e+00 2.30081359e+00
 2.40081359e+00 2.50081359e+00 2.60081359e+00 2.70081359e+00
 2.80081359e+00 2.90081359e+00 3.00081359e+00]","[1.02816554 0.95090119 0.90896017 0.87805903 0.85286293 0.83124558
 0.8121257  0.79487062 0.77907481 0.76446096 0.75083017 0.73803371
 0.72595841 0.71451469 0.70363085 0.6932484  0.68331892 0.67380183
 0.66466266 0.65587193 0.64740414 0.63923687 0.63135076 0.6237284
 0.61635433 0.60921466 0.60229684 0.59558947 0.58908215 0.58276558
 0.57663356]",0.000814962381717066,0.10081359279040832,0.2008135927902534,0.3008135927902552,0.40081359279025813,0.500813592790261,0.600813592790264,0.7008135927902669,0.80081359279027,0.9008135927902727,1.000813592790276,1.1008135927902787,1.2008135927902817,1.3008135927902849,1.4008135927902876,1.5008135927902906,1.6008135927902805,1.7008135927902688,1.8008135927902567,1.9008135927902452,2.0008135927902333,2.1008135927902214,2.20081359279021,2.300813592790198,2.400813592790186,2.5008135927901742,2.6008135927901623,2.7008135927901504,2.800813592790139,2.900813592790127,3.000813592790115,1.0281655387583062,0.9509011895005838,0.9089601719549989,0.8780590312835863,0.8528629294221887,0.8312455835808488,0.8121256976508896,0.7948706165248647,0.7790748125706896,0.7644609634413909,0.7508301739449735,0.738033706581655,0.7259584112971111,0.7145146884729491,0.7036308460717025,0.6932483978811204,0.6833189249669304,0.6738018250621463,0.6646626621838061,0.655871933136661,0.6474041441622083,0.6392368713169354,0.6313507622490797,0.6237284005663971,0.616354326246901,0.6092146561327282,0.6022968422176843,0.5955894746712169,0.5890821452744838,0.5827655766321722,0.5766335552521378
16,lhs20_016,361.5088915879295,186349.26891440444,2.0061336636674616,0.6899503433901192,0.7079320161875001,3.146923975828775,0.2033084210744892,0.19262221808017296,4.0,4.390806649410398e-06,26.243107980086286,38.854630905530456,1.5738332363595067,"[8.26497922e-04 1.00825148e-01 2.00825148e-01 3.00825148e-01
 4.00825148e-01 5.00825148e-01 6.00825148e-01 7.00825148e-01
 8.00825148e-01 9.00825148e-01 1.00082515e+00 1.10082515e+00
 1.20082515e+00 1.30082515e+00 1.40082515e+00 1.50082515e+00
 1.60082515e+00 1.70082515e+00 1.80082515e+00 1.90082515e+00
 2.00082515e+00 2.10082515e+00 2.20082515e+00 2.30082515e+00
 2.40082515e+00 2.50082515e+00 2.60082515e+00 2.70082515e+00
 2.80082515e+00 2.90082515e+00 3.00082515e+00]","[0.94214676 0.89414807 0.85708266 0.82563311 0.79769167 0.77219561
 0.74853266 0.72631139 0.70526586 0.68520557 0.66598811 0.64750428
 0.62966723 0.61240673 0.59566484 0.57939293 0.56354986 0.5481011
 0.5330198  0.51828849 0.50386805 0.49274231 0.48677556 0.47534641
 0.46259755 0.45042726 0.43815024 0.42537833 0.41214565 0.39851207
 0.38455767]",0.0008264979218606971,0.10082514760292227,0.20082514760276954,0.30082514760277135,0.4008251476027743,0.5008251476027773,0.6008251476027803,0.7008251476027832,0.8008251476027862,0.9008251476027893,1.0008251476027923,1.1008251476027953,1.2008251476027982,1.3008251476028014,1.4008251476028042,1.5008251476028072,1.600825147602797,1.7008251476027854,1.800825147602773,1.900825147602761,2.0008251476027494,2.1008251476027375,2.200825147602725,2.3008251476027133,2.4008251476027014,2.5008251476026895,2.6008251476026776,2.7008251476026657,2.8008251476026538,2.9008251476026414,3.0008251476026295,0.9421467579891816,0.8941480659759256,0.8570826565745608,0.8256331094050132,0.7976916650667036,0.77219561060493,0.7485326635246036,0.7263113945161244,0.7052658603355216,0.6852055707460648,0.6659881082132244,0.6475042757963986,0.6296672252703599,0.6124067329723104,0.5956648354434986,0.5793929296170798,0.5635498600978883,0.5481010969219013,0.5330197977535118,0.5182884899997178,0.5038680467306936,0.492742314661166,0.4867755618437359,0.4753464064273652,0.4625975477964785,0.45042725528049193,0.43815024059909646,0.4253783317873761,0.4121456463334647,0.39851206896120656,0.38455767123928014
17,lhs20_017,340.45842748951975,174827.82156148626,2.621350720423354,0.20600914519395203,0.7630918826397429,3.375611543744251,0.2348392538994039,0.2749386596866569,3.0,1.4226219076170242e-06,28.110609545656956,18.112234713030997,2.4129069653306856,"[8.18306709e-04 1.00816943e-01 2.00816943e-01 3.00816943e-01
 4.00816943e-01 5.00816943e-01 6.00816943e-01 7.00816943e-01
 8.00816943e-01 9.00816943e-01 1.00081694e+00 1.10081694e+00
 1.20081694e+00 1.30081694e+00 1.40081694e+00 1.50081694e+00
 1.60081694e+00 1.70081694e+00 1.80081694e+00 1.90081694e+00
 2.00081694e+00 2.10081694e+00 2.20081694e+00 2.30081694e+00
 2.40081694e+00 2.50081694e+00 2.60081694e+00 2.70081694e+00
 2.80081694e+00 2.90081694e+00 3.00081694e+00]","[1.14293544 1.0526568  1.00217226 0.964006   0.93238708 0.90500631
 0.88067186 0.8586751  0.8385548  0.81999079 0.8027501  0.78665679
 0.771574   0.75739248 0.74402319 0.73139211 0.71943672 0.70808504
 0.69729137 0.68702757 0.67725705 0.66794972 0.65910912 0.65240807
 0.64669355 0.63833304 0.62984042 0.62164441 0.61311643 0.60430433
 0.59515201]",0.0008183067093134766,0.1008169427612848,0.20081694276113055,0.3008169427611323,0.4008169427611353,0.5008169427611382,0.6008169427611412,0.7008169427611441,0.800816942761147,0.9008169427611501,1.000816942761153,1.100816942761156,1.200816942761159,1.300816942761162,1.400816942761165,1.5008169427611677,1.6008169427611578,1.7008169427611457,1.800816942761134,1.9008169427611221,2.0008169427611104,2.100816942761099,2.2008169427610866,2.300816942761075,2.4008169427610633,2.5008169427610514,2.6008169427610395,2.7008169427610276,2.8008169427610157,2.9008169427610038,3.000816942760992,1.1429354431076362,1.0526568036680017,1.0021722618859241,0.9640059989919629,0.9323870836210321,0.9050063125191696,0.8806718572688066,0.8586751015224537,0.8385548018279089,0.8199907869228956,0.8027500979072625,0.7866567889886611,0.7715739951178016,0.7573924796854117,0.7440231859778083,0.7313921124079518,0.7194367160036022,0.7080850426302895,0.697291366944836,0.6870275696968743,0.6772570463297495,0.6679497182921217,0.6591091214690186,0.652408072944696,0.6466935533204414,0.6383330381150049,0.6298404194954298,0.6216444069203332,0.6131164254822097,0.6043043308517333,0.5951520080466093
10,lhs20_010,342.74411836921166,217893.0740385261,1.6482683269248848,0.30344745307408794,0.6755637617629624,1.7912660598753642,0.3495707893967669,0.22513787224356274,4.0,4.71538357662846e-06,40.331199260069155,26.149515354512747,2.018160536972459,"[8.17653595e-04 1.00816289e-01 2.00816289e-01 3.00816289e-01
 4.00816289e-01 5.00816289e-01 6.00816289e-01 7.00816289e-01
 8.00816289e-01 9.00816289e-01 1.00081629e+00 1.10081629e+00
 1.20081629e+00 1.30081629e+00 1.40081629e+00 1.50081629e+00
 1.60081629e+00 1.70081629e+00 1.80081629e+00 1.90081629e+00
 2.00081629e+00 2.10081629e+00 2.20081629e+00 2.30081629e+00
 2.40081629e+00 2.50081629e+00 2.60081629e+00 2.70081629e+00
 2.80081629e+00 2.90081629e+00 3.00081629e+00]","[1.10016351 1.04743195 1.01411454 0.98769954 0.96503396 0.94462716
 0.92578838 0.90824057 0.89155706 0.87555358 0.86009464 0.84507581
 0.83041716 0.8160554  0.8019436  0.78804502 0.77432562 0.76075528
 0.7473173  0.73399552 0.72076266 0.70759754 0.694484   0.68140754
 0.66835483 0.65531348 0.64227187 0.62921894 0.61614412 0.60303718
 0.58988815]",0.0008176535950944917,0.10081628854861614,0.20081628854846176,0.30081628854846354,0.4008162885484665,0.5008162885484695,0.6008162885484724,0.7008162885484754,0.8008162885484783,0.9008162885484813,1.0008162885484844,1.1008162885484873,1.2008162885484903,1.300816288548493,1.400816288548496,1.5008162885484992,1.600816288548489,1.7008162885484772,1.8008162885484653,1.9008162885484534,2.0008162885484415,2.1008162885484296,2.2008162885484177,2.300816288548406,2.4008162885483944,2.5008162885483824,2.6008162885483705,2.7008162885483586,2.800816288548347,2.9008162885483353,3.0008162885483234,1.1001635144573054,1.0474319496482687,1.0141145414682884,0.9876995432811413,0.9650339637839586,0.9446271602647724,0.9257883769215277,0.9082405713343387,0.8915570608162806,0.8755535836103422,0.8600946354886151,0.8450758124555345,0.8304171555896024,0.8160554025599523,0.8019436027595408,0.7880450206673681,0.7743256242435491,0.7607552809957916,0.747317301835962,0.7339955241298902,0.7207626553732015,0.7075975428597665,0.6944839994718744,0.6814075350211946,0.6683548267223182,0.6553134849419252,0.6422718697094867,0.6292189383620178,0.6161441150801281,0.6030371765214767,0.5898881494424741
11,lhs20_011,356.782983903943,230476.4508393021,2.070456020036574,0.40313727830163715,0.6192408209240963,2.344227447669667,0.33355868424734325,0.1723853006273069,5.0,2.376655245750432e-06,74.9391987320332,37.93497645194882,1.1340649754220595,"[8.07401530e-04 1.00806019e-01 2.00806019e-01 3.00806019e-01
 4.00806019e-01 5.00806019e-01 6.00806019e-01 7.00806019e-01
 8.00806019e-01 9.00806019e-01 1.00080602e+00 1.10080602e+00
 1.20080602e+00 1.30080602e+00 1.40080602e+00 1.50080602e+00
 1.60080602e+00 1.70080602e+00 1.80080602e+00 1.90080602e+00
 2.00080602e+00 2.10080602e+00 2.20080602e+00 2.30080602e+00
 2.40080602e+00 2.50080602e+00 2.60080602e+00 2.70080602e+00
 2.80080602e+00 2.90080602e+00 3.00080602e+00]","[1.03138436 0.99267676 0.96287391 0.93798294 0.91626714 0.89680957
 0.87906083 0.86266449 0.84737319 0.83300782 0.81943372 0.80654656
 0.79426335 0.78251695 0.7712517  0.76042086 0.74998519 0.73991685
 0.73019722 0.724874   0.72256565 0.71603198 0.70623519 0.6973825
 0.68856395 0.67932103 0.66960678 0.6594473  0.64900276 0.63823268
 0.62719262]",0.0008074015299092572,0.10080601900796167,0.20080601900780534,0.3008060190078071,0.40080601900781004,0.500806019007813,0.6008060190078158,0.7008060190078188,0.8008060190078217,0.9008060190078248,1.0008060190078276,1.1008060190078306,1.2008060190078336,1.3008060190078363,1.4008060190078393,1.5008060190078423,1.6008060190078321,1.7008060190078205,1.8008060190078086,1.9008060190077969,2.0008060190077854,2.1008060190077735,2.200806019007762,2.30080601900775,2.4008060190077387,2.5008060190077273,2.6008060190077154,2.700806019007704,2.800806019007692,2.9008060190076805,3.000806019007669,1.0313843639351932,0.9926767598175046,0.9628739079289093,0.9379829392536403,0.916267144574685,0.8968095697448641,0.8790608279797054,0.8626644904637327,0.8473731874393452,0.8330078179370043,0.8194337169702428,0.8065465632841561,0.7942633465636395,0.782516954264316,0.7712516979328283,0.7604208607970153,0.7499851898146661,0.739916845249077,0.7301972209911753,0.724874001123941,0.722565648285916,0.7160319777517095,0.7062351850691216,0.697382504508854,0.6885639458410381,0.6793210348780376,0.6696067773089263,0.6594472994742345,0.6490027557924334,0.6382326813777335,0.6271926203937062
12,lhs20_012,345.80079186212333,213239.568734343,2.9123421467592214,0.31162430167172206,0.6108136793260127,2.515054219934788,0.37134813541451983,0.16403868417584816,4.0,1.9041237326558345e-06,67.64638436445036,31.546060320492078,2.3450476807517266,"[8.19453630e-04 1.00818092e-01 2.00818092e-01 3.00818092e-01
 4.00818092e-01 5.00818092e-01 6.00818092e-01 7.00818092e-01
 8.00818092e-01 9.00818092e-01 1.00081809e+00 1.10081809e+00
 1.20081809e+00 1.30081809e+00 1.40081809e+00 1.50081809e+00
 1.60081809e+00 1.70081809e+00 1.80081809e+00 1.90081809e+00
 2.00081809e+00 2.10081809e+00 2.20081809e+00 2.30081809e+00
 2.40081809e+00 2.50081809e+00 2.60081809e+00 2.70081809e+00
 2.80081809e+00 2.90081809e+00 3.00081809e+00]","[1.15987785 1.10917495 1.07400119 1.04605099 1.02240881 1.00169454
 0.98313808 0.96625845 0.95073177 0.9363277  0.92287496 0.91024153
 0.89832265 0.8870336  0.87631923 0.86766878 0.86232798 0.85234421
 0.84274022 0.83303835 0.82296889 0.81256046 0.80188229 0.79098978
 0.779917   0.7687138  0.75739622 0.74603605 0.73469318 0.72334759
 0.71196729]",0.0008194536295660416,0.10081809160626475,0.2008180916061107,0.3008180916061125,0.40081809160611553,0.5008180916061185,0.6008180916061214,0.7008180916061244,0.8008180916061274,0.9008180916061302,1.000818091606133,1.100818091606136,1.200818091606139,1.300818091606142,1.400818091606145,1.500818091606148,1.6008180916061379,1.7008180916061257,1.800818091606114,1.9008180916061022,2.0008180916060905,2.1008180916060786,2.2008180916060667,2.3008180916060548,2.4008180916060433,2.500818091606031,2.6008180916060195,2.7008180916060076,2.8008180916059957,2.900818091605984,3.0008180916059723,1.1598778481040213,1.109174947161386,1.074001186502598,1.0460509941132268,1.0224088130003786,1.0016945434254154,0.9831380814378221,0.9662584468187927,0.950731767049011,0.9363277028642402,0.9228749555830419,0.9102415273463229,0.8983226461302221,0.8870335982074588,0.8763192305472602,0.8676687778789602,0.8623279773488901,0.85234421007598,0.8427402165522346,0.8330383531768192,0.822968893119423,0.8125604603525949,0.801882289939799,0.7909897769448053,0.7799169957817065,0.7687137965570666,0.7573962153853302,0.7460360513492572,0.7346931830136267,0.7233475903913815,0.7119672878487884
13,lhs20_013,350.37182431511565,196784.3495014644,1.7979963692733683,0.53626642219437,0.5575771231082784,3.879299029372268,0.21926231111982772,0.2048132374701344,5.0,1.2616517168956487e-06,52.15478449046301,21.811402440722922,0.9726234340911238,"[8.25387539e-04 1.00824035e-01 2.00824035e-01 3.00824035e-01
 4.00824035e-01 5.00824035e-01 6.00824035e-01 7.00824035e-01
 8.00824035e-01 9.00824035e-01 1.00082404e+00 1.10082404e+00
 1.20082404e+00 1.30082404e+00 1.40082404e+00 1.50082404e+00
 1.60082404e+00 1.70082404e+00 1.80082404e+00 1.90082404e+00
 2.00082404e+00 2.10082404e+00 2.20082404e+00 2.30082404e+00
 2.40082404e+00 2.50082404e+00 2.60082404e+00 2.70082404e+00
 2.80082404e+00 2.90082404e+00 3.00082404e+00]","[1.04261522 0.98229542 0.94375602 0.9138253  0.88880167 0.86706615
 0.85035426 0.83787697 0.82361724 0.80991864 0.79646481 0.7827841
 0.76892832 0.75515222 0.74167714 0.72840595 0.71528002 0.70225731
 0.68931745 0.676441   0.66359319 0.65072501 0.63779317 0.62475982
 0.61158648 0.59822685 0.58462945 0.57073427 0.55646894 0.54174381
 0.52644446]",0.0008253875394368059,0.10082403538881879,0.2008240353886659,0.30082403538866764,0.4008240353886707,0.5008240353886736,0.6008240353886766,0.7008240353886795,0.8008240353886825,0.9008240353886856,1.0008240353886884,1.1008240353886913,1.2008240353886943,1.3008240353886973,1.4008240353887003,1.5008240353887032,1.6008240353886931,1.7008240353886812,1.8008240353886693,1.9008240353886576,2.0008240353886455,2.1008240353886336,2.2008240353886217,2.30082403538861,2.400824035388598,2.500824035388586,2.600824035388574,2.700824035388562,2.8008240353885503,2.9008240353885384,3.0008240353885265,1.042615223346499,0.982295424537957,0.9437560175090212,0.9138253040730383,0.8888016685202572,0.8670661538713144,0.8503542552905737,0.8378769721103368,0.8236172358760815,0.8099186377729699,0.7964648103525283,0.7827841025931563,0.7689283184605169,0.7551522198590133,0.7416771383584424,0.7284059517994445,0.7152800248096369,0.7022573128859932,0.6893174500257875,0.6764410028422483,0.6635931856244099,0.6507250116851282,0.637793171013758,0.6247598231090317,0.611586478371604,0.598226847694034,0.5846294533491436,0.5707342693015529,0.55646894213206,0.5417438126899408,0.5264444643886067
14,lhs20_014,341.1871802355995,255421.26566291775,1.7570839333649988,0.5873091372476965,0.7591937806437361,2.7529539344437017,0.2501457142735395,0.25199581626303613,4.0,3.217865285763997e-06,16.840523990196857,33.92564739042915,0.6914554107583997,"[8.22996810e-04 1.00821641e-01 2.00821641e-01 3.00821641e-01
 4.00821641e-01 5.00821641e-01 6.00821641e-01 7.00821641e-01
 8.00821641e-01 9.00821641e-01 1.00082164e+00 1.10082164e+00
 1.20082164e+00 1.30082164e+00 1.40082164e+00 1.50082164e+00
 1.60082164e+00 1.70082164e+00 1.80082164e+00 1.90082164e+00
 2.00082164e+00 2.10082164e+00 2.20082164e+00 2.30082164e+00
 2.40082164e+00 2.50082164e+00 2.60082164e+00 2.70082164e+00
 2.80082164e+00 2.90082164e+00 3.00082164e+00]","[0.94596466 0.91057311 0.88365675 0.86102912 0.8410494  0.82291585
 0.80614852 0.79043346 0.77555202 0.76134502 0.74769072 0.73449389
 0.72167143 0.70916024 0.69691136 0.6848872  0.67305911 0.66141345
 0.64993322 0.63859592 0.62738831 0.61631692 0.60536205 0.59449924
 0.5837152  0.57299944 0.56234241 0.55173535 0.54117011 0.5306391
 0.52013522]",0.0008229968097581363,0.10082164069863125,0.2008216406984779,0.30082164069847966,0.40082164069848264,0.5008216406984857,0.6008216406984886,0.7008216406984916,0.8008216406984946,0.9008216406984974,1.0008216406985004,1.1008216406985034,1.2008216406985064,1.3008216406985096,1.4008216406985123,1.5008216406985153,1.6008216406985052,1.7008216406984935,1.8008216406984816,1.9008216406984695,2.000821640698458,2.1008216406984457,2.2008216406984333,2.300821640698422,2.40082164069841,2.5008216406983976,2.600821640698386,2.7008216406983743,2.8008216406983624,2.9008216406983505,3.0008216406983386,0.9459646617397396,0.9105731147439797,0.8836567456191236,0.8610291197474845,0.8410493983053131,0.822915851158906,0.8061485241240322,0.7904334622760564,0.7755520185165162,0.761345022947357,0.747690722682884,0.7344938919394508,0.7216714300178726,0.7091602358818319,0.6969113552183648,0.6848871972060275,0.6730591050868613,0.6614134470751636,0.6499332215808022,0.6385959219714641,0.6273883141206992,0.616316919274486,0.6053620453350449,0.5944992398399471,0.5837152036605664,0.5729994391582366,0.5623424127893724,0.5517353474184836,0.541170106795575,0.5306391033613285,0.5201352212436872
15,lhs20_015,338.68124463940796,239942.0700597422,2.2324176681877663,0.4858903134093193,0.6341331384478842,2.9833939074496314,0.19713092489004985,0.1768365481389732,3.0,2.230320651768657e-06,3.2929152398521544,24.66496151577932,1.6434557023474938,"[8.22792896e-04 1.00821436e-01 2.00821436e-01 3.00821436e-01
 4.00821436e-01 5.00821436e-01 6.00821436e-01 7.00821436e-01
 8.00821436e-01 9.00821436e-01 1.00082144e+00 1.10082144e+00
 1.20082144e+00 1.30082144e+00 1.40082144e+00 1.50082144e+00
 1.60082144e+00 1.70082144e+00 1.80082144e+00 1.90082144e+00
 2.00082144e+00 2.10082144e+00 2.20082144e+00 2.30082144e+00
 2.40082144e+00 2.50082144e+00 2.60082144e+00 2.70082144e+00
 2.80082144e+00 2.90082144e+00 3.00082144e+00]","[0.95474216 0.90680991 0.87348032 0.84653894 0.82327729 0.8024757
 0.78344721 0.7657625  0.74913182 0.73334786 0.71825518 0.70373254
 0.68968182 0.67601562 0.66265237 0.64953621 0.63662439 0.62388792
 0.61130581 0.59886965 0.58658814 0.57444648 0.56241162 0.55046025
 0.53857678 0.52674758 0.51496011 0.50320268 0.49146434 0.4797347
 0.46800388]",0.0008227928961171969,0.10082143644611953,0.20082143644596612,0.3008214364459679,0.4008214364459709,0.5008214364459738,0.6008214364459769,0.7008214364459798,0.8008214364459828,0.9008214364459858,1.0008214364459886,1.1008214364459918,1.2008214364459948,1.3008214364459976,1.4008214364460008,1.5008214364460037,1.6008214364459934,1.7008214364459815,1.8008214364459698,1.900821436445958,2.0008214364459462,2.1008214364459343,2.200821436445922,2.30082143644591,2.400821436445898,2.5008214364458863,2.6008214364458744,2.7008214364458625,2.8008214364458506,2.9008214364458387,3.0008214364458268,0.9547421642185394,0.9068099128932627,0.8734803156147858,0.8465389432256873,0.8232772890423719,0.8024756994067472,0.7834472062932165,0.7657625010963011,0.7491318158726034,0.7333478585772827,0.7182551819231482,0.7037325430469352,0.6896818153626401,0.6760156176115812,0.6626523718973574,0.6495362051832873,0.636624391355116,0.6238879239894488,0.6113058073519155,0.5988696479974414,0.5865881381750722,0.5744464810198843,0.5624116155756469,0.5504602541718236,0.5385767839969114,0.5267475841119483,0.5149601105319722,0.5032026839960746,0.4914643394438786,0.47973470191093753,0.4680038798963907
